Phone Number,Messages,Phone Calls
330-555-1269,3,1
330-555-1270,7,7
330-555-1271,6,10
330-555-1272,13,2
330-555-1273,14,2
330-555-1274,6,10
330-555-1275,19,6
330-555-1276,2,10
330-555-1277,2,7
330-555-1278,3,7
330-555-1279,5,10
330-555-1280,6,1
330-555-1281,20,3
330-555-1282,2,10
330-555-1283,0,5
330-555-1284,8,3
330-555-1285,17,5
330-555-1286,10,3
330-555-1287,7,7
330-555-1288,13,4
330-555-1289,0,1
330-555-1290,2,0
330-555-1291,12,9
330-555-1292,5,5
330-555-1293,2,1
330-555-1294,13,5
330-555-1295,3,8
330-555-1296,13,3
330-555-1297,15,1
330-555-1298,8,4
330-555-1299,11,4
330-555-1300,3,4
330-555-1301,15,1
330-555-1302,8,5
330-555-1303,9,2
330-555-1304,6,10
330-555-1305,3,3
330-555-1306,7,5
330-555-1307,16,9
330-555-1308,20,7
330-555-1309,15,9
330-555-1310,8,1
330-555-1311,7,3
330-555-1312,9,10
330-555-1313,13,8
330-555-1314,9,10
330-555-1315,4,9
330-555-1316,15,5
330-555-1317,2,2
330-555-1318,7,7
330-555-1319,2,8
330-555-1320,4,9
330-555-1321,9,6
330-555-1322,16,5
330-555-1323,3,1
330-555-1324,1,1
330-555-1325,8,6
330-555-1326,3,9
330-555-1327,17,5
330-555-1328,8,10
330-555-1329,3,8
330-555-1330,16,1
330-555-1331,13,10
330-555-1332,10,9
330-555-1333,4,1
330-555-1334,11,0
330-555-1335,18,10
330-555-1336,9,5
330-555-1337,4,1
330-555-1338,7,8
330-555-1339,18,0
330-555-1340,8,8
330-555-1341,14,4
330-555-1342,20,8
330-555-1343,9,9
330-555-1344,6,2
330-555-1345,13,4
330-555-1346,6,9
330-555-1347,11,3
330-555-1348,12,2
330-555-1349,16,2
330-555-1350,2,3
330-555-1351,0,7
330-555-1352,1,9
330-555-1353,3,2
330-555-1354,3,9
330-555-1355,5,4
330-555-1356,0,7
330-555-1357,7,7
330-555-1358,2,6
330-555-1359,10,10
330-555-1360,7,4
330-555-1361,18,2
330-555-1362,13,5
330-555-1363,16,10
330-555-1364,1,9
330-555-1365,6,7
330-555-1366,9,5
330-555-1367,13,0
330-555-1368,0,3
330-555-1369,14,4
330-555-1370,6,9
330-555-1371,14,7
330-555-1372,14,6
330-555-1373,9,3
330-555-1374,9,10
330-555-1375,15,8
330-555-1376,6,7
330-555-1377,19,6
330-555-1378,12,0
330-555-1379,14,3
330-555-1380,18,4
330-555-1381,9,6
330-555-1382,7,10
330-555-1383,7,8
330-555-1384,13,4
330-555-1385,8,6
330-555-1386,1,6
330-555-1387,13,10
330-555-1388,16,4
330-555-1389,7,6
330-555-1390,13,8
330-555-1391,2,1
330-555-1392,10,1
330-555-1393,8,3
330-555-1394,20,0
330-555-1395,14,9
330-555-1396,9,7
330-555-1397,5,9
330-555-1398,15,10
330-555-1399,10,2
330-555-1400,6,0
330-555-1401,14,9
330-555-1402,15,1
330-555-1403,5,3
330-555-1404,14,2
330-555-1405,13,8
330-555-1406,7,0
330-555-1407,11,7
330-555-1408,6,3
330-555-1409,2,1
330-555-1410,5,7
330-555-1411,8,6
330-555-1412,8,7
330-555-1413,20,8
330-555-1414,11,0
330-555-1415,1,9
330-555-1416,13,4
330-555-1417,7,3
330-555-1418,16,8
330-555-1419,16,6
330-555-1420,16,9
330-555-1421,3,4
330-555-1422,1,4
330-555-1423,6,8
330-555-1424,6,6
330-555-1425,7,0
330-555-1426,11,5
330-555-1427,17,8
330-555-1428,4,5
330-555-1429,20,8
330-555-1430,11,5
330-555-1431,1,6
330-555-1432,17,9
330-555-1433,3,0
330-555-1434,5,6
330-555-1435,18,5
330-555-1436,15,7
330-555-1437,19,4
330-555-1438,0,7
330-555-1439,11,5
330-555-1440,0,3
330-555-1441,8,9
330-555-1442,9,3
330-555-1443,20,7
330-555-1444,8,8
330-555-1445,7,3
330-555-1446,12,1
330-555-1447,17,3
330-555-1448,2,10
330-555-1449,19,4
330-555-1450,18,9
330-555-1451,12,1
330-555-1452,17,3
330-555-1453,10,8
330-555-1454,13,3
330-555-1455,17,10
330-555-1456,15,8
330-555-1457,8,8
330-555-1458,11,10
330-555-1459,10,4
330-555-1460,8,6
330-555-1461,2,0
330-555-1462,17,1
330-555-1463,6,9
330-555-1464,19,7
330-555-1465,12,4
330-555-1466,12,2
330-555-1467,17,0
330-555-1468,1,0
330-555-1469,18,0
330-555-1470,2,2
330-555-1471,18,7
330-555-1472,1,1
330-555-1473,16,7
330-555-1474,18,10
330-555-1475,12,0
330-555-1476,20,7
330-555-1477,12,1
330-555-1478,15,0
330-555-1479,6,1
330-555-1480,13,1
330-555-1481,11,5
330-555-1482,13,1
330-555-1483,13,9
330-555-1484,12,5
330-555-1485,13,4
330-555-1486,0,10
330-555-1487,16,5
330-555-1488,3,7
330-555-1489,20,6
330-555-1490,10,9
330-555-1491,18,7
330-555-1492,4,4
330-555-1493,20,10
330-555-1494,7,7
330-555-1495,10,3
330-555-1496,0,10
330-555-1497,20,9
330-555-1498,10,2
330-555-1499,16,10
330-555-1500,19,10
330-555-1501,14,3
330-555-1502,16,10
330-555-1503,3,3
330-555-1504,3,5
330-555-1505,16,6
330-555-1506,19,4
330-555-1507,5,3
330-555-1508,10,1
330-555-1509,15,2
330-555-1510,5,8
330-555-1511,13,1
330-555-1512,5,10
330-555-1513,19,9
330-555-1514,4,7
330-555-1515,7,4
330-555-1516,8,5
330-555-1517,3,9
330-555-1518,20,6
330-555-1519,7,3
330-555-1520,3,9
330-555-1521,20,0
330-555-1522,3,6
330-555-1523,13,8
330-555-1524,8,7
330-555-1525,16,10
330-555-1526,13,8
330-555-1527,7,2
330-555-1528,6,10
330-555-1529,4,8
330-555-1530,3,5
330-555-1531,15,2
330-555-1532,16,4
330-555-1533,8,2
330-555-1534,18,7
330-555-1535,5,4
330-555-1536,0,7
330-555-1537,0,4
330-555-1538,6,0
330-555-1539,3,0
330-555-1540,5,6
330-555-1541,1,3
330-555-1542,8,2
330-555-1543,9,0
330-555-1544,2,0
330-555-1545,10,3
330-555-1546,6,6
330-555-1547,17,10
330-555-1548,2,5
330-555-1549,14,5
330-555-1550,20,3
330-555-1551,18,9
330-555-1552,16,4
330-555-1553,14,3
330-555-1554,11,5
330-555-1555,16,2
330-555-1556,18,8
330-555-1557,2,4
330-555-1558,7,8
330-555-1559,19,3
330-555-1560,19,1
330-555-1561,2,6
330-555-1562,3,10
330-555-1563,14,8
330-555-1564,0,1
330-555-1565,15,10
330-555-1566,7,2
330-555-1567,10,1
330-555-1568,1,8
330-555-1569,1,10
330-555-1570,2,4
330-555-1571,0,9
330-555-1572,10,5
330-555-1573,10,3
330-555-1574,10,9
330-555-1575,11,8
330-555-1576,5,3
330-555-1577,14,0
330-555-1578,12,8
330-555-1579,19,0
330-555-1580,16,1
330-555-1581,20,3
330-555-1582,15,8
330-555-1583,12,6
330-555-1584,1,5
330-555-1585,7,9
330-555-1586,2,1
330-555-1587,20,6
330-555-1588,8,0
330-555-1589,19,2
330-555-1590,0,3
330-555-1591,19,3
330-555-1592,20,5
330-555-1593,12,8
330-555-1594,0,9
330-555-1595,16,0
330-555-1596,16,5
330-555-1597,8,0
330-555-1598,19,0
330-555-1599,8,10
330-555-1600,15,4
330-555-1601,19,10
330-555-1602,18,6
330-555-1603,8,1
330-555-1604,19,3
330-555-1605,12,8
330-555-1606,9,7
330-555-1607,14,1
330-555-1608,12,9
330-555-1609,8,2
330-555-1610,18,8
330-555-1611,0,9
330-555-1612,18,4
330-555-1613,14,5
330-555-1614,0,7
330-555-1615,5,8
330-555-1616,3,10
330-555-1617,8,1
330-555-1618,20,8
330-555-1619,20,8
330-555-1620,8,6
330-555-1621,6,5
330-555-1622,20,6
330-555-1623,4,4
330-555-1624,18,0
330-555-1625,4,1
330-555-1626,18,3
330-555-1627,2,0
330-555-1628,0,10
330-555-1629,4,1
330-555-1630,9,0
330-555-1631,12,1
330-555-1632,16,1
330-555-1633,20,2
330-555-1634,7,7
330-555-1635,12,10
330-555-1636,7,9
330-555-1637,5,8
330-555-1638,1,10
330-555-1639,12,10
330-555-1640,15,2
330-555-1641,0,6
330-555-1642,20,8
330-555-1643,4,4
330-555-1644,10,9
330-555-1645,8,5
330-555-1646,8,7
330-555-1647,10,9
330-555-1648,18,9
330-555-1649,13,4
330-555-1650,8,0
330-555-1651,4,0
330-555-1652,1,7
330-555-1653,2,4
330-555-1654,1,4
330-555-1655,13,10
330-555-1656,6,3
330-555-1657,9,1
330-555-1658,4,7
330-555-1659,16,4
330-555-1660,18,5
330-555-1661,1,9
330-555-1662,3,1
330-555-1663,17,7
330-555-1664,17,3
330-555-1665,15,8
330-555-1666,1,3
330-555-1667,6,5
330-555-1668,5,5
330-555-1669,2,9
330-555-1670,19,6
330-555-1671,8,10
330-555-1672,4,4
330-555-1673,17,7
330-555-1674,2,5
330-555-1675,19,10
330-555-1676,5,6
330-555-1677,1,10
330-555-1678,13,4
330-555-1679,19,3
330-555-1680,17,8
330-555-1681,0,5
330-555-1682,2,9
330-555-1683,12,2
330-555-1684,0,9
330-555-1685,8,0
330-555-1686,19,4
330-555-1687,11,6
330-555-1688,2,7
330-555-1689,12,5
330-555-1690,12,9
330-555-1691,5,0
330-555-1692,8,2
330-555-1693,18,3
330-555-1694,13,1
330-555-1695,19,3
330-555-1696,2,5
330-555-1697,1,9
330-555-1698,11,8
330-555-1699,19,3
330-555-1700,0,10
330-555-1701,6,2
330-555-1702,16,2
330-555-1703,3,9
330-555-1704,6,3
330-555-1705,0,10
330-555-1706,19,5
330-555-1707,6,6
330-555-1708,5,8
330-555-1709,10,8
330-555-1710,19,3
330-555-1711,17,6
330-555-1712,2,1
330-555-1713,10,2
330-555-1714,12,4
330-555-1715,15,6
330-555-1716,7,4
330-555-1717,11,4
330-555-1718,2,6
330-555-1719,9,9
330-555-1720,17,9
330-555-1721,1,9
330-555-1722,16,2
330-555-1723,12,1
330-555-1724,0,3
330-555-1725,9,9
330-555-1726,0,9
330-555-1727,11,9
330-555-1728,0,6
330-555-1729,14,8
330-555-1730,15,8
330-555-1731,13,8
330-555-1732,13,6
330-555-1733,19,4
330-555-1734,6,5
330-555-1735,17,0
330-555-1736,16,10
330-555-1737,5,3
330-555-1738,7,5
330-555-1739,10,9
330-555-1740,1,0
330-555-1741,15,3
330-555-1742,20,3
330-555-1743,16,1
330-555-1744,16,3
330-555-1745,1,4
330-555-1746,12,3
330-555-1747,11,7
330-555-1748,3,5
330-555-1749,12,10
330-555-1750,18,9
330-555-1751,0,3
330-555-1752,12,7
330-555-1753,10,7
330-555-1754,16,5
330-555-1755,12,5
330-555-1756,20,7
330-555-1757,3,7
330-555-1758,6,4
330-555-1759,11,6
330-555-1760,2,3
330-555-1761,20,3
330-555-1762,3,1
330-555-1763,12,0
330-555-1764,10,8
330-555-1765,14,4
330-555-1766,2,6
330-555-1767,6,2
330-555-1768,14,10
330-555-1769,1,2
330-555-1770,14,1
330-555-1771,10,3
330-555-1772,13,0
330-555-1773,17,6
330-555-1774,1,7
330-555-1775,12,1
330-555-1776,9,1
330-555-1777,6,0
330-555-1778,4,7
330-555-1779,10,7
330-555-1780,6,6
330-555-1781,9,6
330-555-1782,7,5
330-555-1783,13,1
330-555-1784,6,7
330-555-1785,9,10
330-555-1786,13,3
330-555-1787,18,3
330-555-1788,11,0
330-555-1789,17,10
330-555-1790,17,9
330-555-1791,5,0
330-555-1792,17,0
330-555-1793,19,2
330-555-1794,19,1
330-555-1795,1,0
330-555-1796,18,0
330-555-1797,2,9
330-555-1798,10,1
330-555-1799,6,8
330-555-1800,7,9
330-555-1801,3,9
330-555-1802,5,3
330-555-1803,3,5
330-555-1804,16,9
330-555-1805,19,5
330-555-1806,18,2
330-555-1807,3,0
330-555-1808,16,3
330-555-1809,17,5
330-555-1810,15,0
330-555-1811,3,9
330-555-1812,5,10
330-555-1813,17,5
330-555-1814,20,8
330-555-1815,20,6
330-555-1816,12,6
330-555-1817,19,10
330-555-1818,13,8
330-555-1819,9,2
330-555-1820,15,2
330-555-1821,20,3
330-555-1822,7,3
330-555-1823,9,5
330-555-1824,18,8
330-555-1825,7,8
330-555-1826,14,5
330-555-1827,19,0
330-555-1828,20,1
330-555-1829,1,8
330-555-1830,6,8
330-555-1831,8,4
330-555-1832,20,3
330-555-1833,1,1
330-555-1834,14,5
330-555-1835,7,0
330-555-1836,10,6
330-555-1837,8,7
330-555-1838,1,7
330-555-1839,15,6
330-555-1840,14,4
330-555-1841,2,0
330-555-1842,11,3
330-555-1843,19,10
330-555-1844,6,4
330-555-1845,19,4
330-555-1846,17,8
330-555-1847,9,6
330-555-1848,2,6
330-555-1849,0,8
330-555-1850,10,7
330-555-1851,19,6
330-555-1852,8,3
330-555-1853,16,6
330-555-1854,12,5
330-555-1855,10,4
330-555-1856,0,7
330-555-1857,5,9
330-555-1858,3,10
330-555-1859,11,6
330-555-1860,12,0
330-555-1861,16,5
330-555-1862,20,8
330-555-1863,15,8
330-555-1864,13,7
330-555-1865,14,9
330-555-1866,0,7
330-555-1867,11,1
330-555-1868,18,0
330-555-1869,5,8
330-555-1870,14,2
330-555-1871,9,5
330-555-1872,16,9
330-555-1873,19,10
330-555-1874,14,8
330-555-1875,3,6
330-555-1876,14,6
330-555-1877,19,2
330-555-1878,11,3
330-555-1879,4,4
330-555-1880,15,8
330-555-1881,11,5
330-555-1882,13,5
330-555-1883,13,8
330-555-1884,6,3
330-555-1885,2,6
330-555-1886,19,10
330-555-1887,4,3
330-555-1888,8,6
330-555-1889,3,9
330-555-1890,18,6
330-555-1891,15,8
330-555-1892,9,3
330-555-1893,20,5
330-555-1894,9,10
330-555-1895,16,9
330-555-1896,5,7
330-555-1897,1,4
330-555-1898,6,7
330-555-1899,18,5
330-555-1900,19,4
330-555-1901,6,3
330-555-1902,4,1
330-555-1903,15,8
330-555-1904,12,5
330-555-1905,18,3
330-555-1906,14,4
330-555-1907,17,6
330-555-1908,16,5
330-555-1909,12,8
330-555-1910,16,9
330-555-1911,0,7
330-555-1912,20,10
330-555-1913,11,1
330-555-1914,16,5
330-555-1915,15,7
330-555-1916,0,2
330-555-1917,20,8
330-555-1918,7,6
330-555-1919,13,5
330-555-1920,4,3
330-555-1921,17,1
330-555-1922,3,8
330-555-1923,7,2
330-555-1924,10,7
330-555-1925,17,5
330-555-1926,10,10
330-555-1927,12,0
330-555-1928,14,1
330-555-1929,1,9
330-555-1930,10,6
330-555-1931,20,1
330-555-1932,5,0
330-555-1933,15,5
330-555-1934,11,10
330-555-1935,19,6
330-555-1936,14,8
330-555-1937,10,0
330-555-1938,16,10
330-555-1939,20,3
330-555-1940,6,9
330-555-1941,6,6
330-555-1942,5,3
330-555-1943,6,7
330-555-1944,7,5
330-555-1945,13,7
330-555-1946,14,5
330-555-1947,5,10
330-555-1948,10,0
330-555-1949,16,3
330-555-1950,7,0
330-555-1951,6,0
330-555-1952,3,7
330-555-1953,6,1
330-555-1954,18,0
330-555-1955,0,3
330-555-1956,14,3
330-555-1957,8,8
330-555-1958,16,5
330-555-1959,9,10
330-555-1960,9,1
330-555-1961,11,4
330-555-1962,4,9
330-555-1963,20,2
330-555-1964,2,6
330-555-1965,2,5
330-555-1966,4,0
330-555-1967,14,4
330-555-1968,13,1
330-555-1969,16,6
330-555-1970,12,4
330-555-1971,10,7
330-555-1972,15,9
330-555-1973,4,0
330-555-1974,16,5
330-555-1975,12,7
330-555-1976,19,8
330-555-1977,9,6
330-555-1978,14,5
330-555-1979,16,7
330-555-1980,18,0
330-555-1981,20,0
330-555-1982,2,8
330-555-1983,14,2
330-555-1984,7,0
330-555-1985,1,7
330-555-1986,9,8
330-555-1987,11,4
330-555-1988,2,2
330-555-1989,9,8
330-555-1990,3,9
330-555-1991,5,5
330-555-1992,19,6
330-555-1993,9,10
330-555-1994,19,7
330-555-1995,5,2
330-555-1996,17,2
330-555-1997,18,5
330-555-1998,13,7
330-555-1999,6,10
330-555-2000,6,5
330-555-2001,15,2
330-555-2002,1,4
330-555-2003,13,2
330-555-2004,9,6
330-555-2005,11,9
330-555-2006,13,5
330-555-2007,17,8
330-555-2008,7,1
330-555-2009,3,4
330-555-2010,2,4
330-555-2011,3,1
330-555-2012,4,5
330-555-2013,17,10
330-555-2014,3,7
330-555-2015,9,2
330-555-2016,7,7
330-555-2017,10,9
330-555-2018,1,10
330-555-2019,12,5
330-555-2020,17,7
330-555-2021,9,4
330-555-2022,5,4
330-555-2023,20,1
330-555-2024,8,2
330-555-2025,20,10
330-555-2026,11,6
330-555-2027,10,1
330-555-2028,18,10
330-555-2029,4,10
330-555-2030,17,6
330-555-2031,17,1
330-555-2032,12,4
330-555-2033,9,9
330-555-2034,16,1
330-555-2035,6,2
330-555-2036,16,8
330-555-2037,16,5
330-555-2038,8,6
330-555-2039,5,0
330-555-2040,16,2
330-555-2041,0,1
330-555-2042,15,10
330-555-2043,4,8
330-555-2044,16,0
330-555-2045,19,6
330-555-2046,11,0
330-555-2047,9,8
330-555-2048,14,2
330-555-2049,0,0
330-555-2050,3,1
330-555-2051,18,5
330-555-2052,20,1
330-555-2053,16,1
330-555-2054,6,4
330-555-2055,20,2
330-555-2056,18,0
330-555-2057,9,6
330-555-2058,2,6
330-555-2059,8,10
330-555-2060,17,0
330-555-2061,13,10
330-555-2062,5,4
330-555-2063,3,7
330-555-2064,17,9
330-555-2065,12,7
330-555-2066,9,8
330-555-2067,6,2
330-555-2068,6,2
330-555-2069,9,10
330-555-2070,15,2
330-555-2071,9,9
330-555-2072,4,1
330-555-2073,14,2
330-555-2074,11,6
330-555-2075,16,6
330-555-2076,15,9
330-555-2077,7,2
330-555-2078,13,8
330-555-2079,10,4
330-555-2080,17,10
330-555-2081,13,3
330-555-2082,0,2
330-555-2083,14,0
330-555-2084,8,10
330-555-2085,2,2
330-555-2086,0,8
330-555-2087,11,9
330-555-2088,2,2
330-555-2089,1,0
330-555-2090,8,4
330-555-2091,15,2
330-555-2092,0,4
330-555-2093,10,7
330-555-2094,4,3
330-555-2095,4,8
330-555-2096,8,9
330-555-2097,15,8
330-555-2098,18,3
330-555-2099,6,7
330-555-2100,10,10
330-555-2101,17,0
330-555-2102,1,2
330-555-2103,7,8
330-555-2104,10,3
330-555-2105,6,0
330-555-2106,14,2
330-555-2107,1,0
330-555-2108,17,2
330-555-2109,7,6
330-555-2110,7,4
330-555-2111,1,9
330-555-2112,8,7
330-555-2113,18,10
330-555-2114,15,5
330-555-2115,16,8
330-555-2116,9,7
330-555-2117,12,1
330-555-2118,17,1
330-555-2119,11,7
330-555-2120,4,6
330-555-2121,17,4
330-555-2122,19,3
330-555-2123,17,2
330-555-2124,4,9
330-555-2125,10,7
330-555-2126,10,6
330-555-2127,16,3
330-555-2128,11,5
330-555-2129,20,9
330-555-2130,3,2
330-555-2131,15,7
330-555-2132,10,7
330-555-2133,3,4
330-555-2134,20,0
330-555-2135,14,1
330-555-2136,17,10
330-555-2137,18,4
330-555-2138,7,8
330-555-2139,13,9
330-555-2140,5,5
330-555-2141,3,1
330-555-2142,13,2
330-555-2143,2,0
330-555-2144,10,10
330-555-2145,1,2
330-555-2146,10,7
330-555-2147,17,8
330-555-2148,10,1
330-555-2149,0,6
330-555-2150,18,0
330-555-2151,20,5
330-555-2152,18,4
330-555-2153,5,2
330-555-2154,9,6
330-555-2155,18,6
330-555-2156,11,9
330-555-2157,6,10
330-555-2158,7,3
330-555-2159,11,5
330-555-2160,2,10
330-555-2161,0,9
330-555-2162,4,9
330-555-2163,10,2
330-555-2164,15,3
330-555-2165,3,10
330-555-2166,16,2
330-555-2167,6,0
330-555-2168,19,7
330-555-2169,20,4
330-555-2170,7,5
330-555-2171,8,2
330-555-2172,2,10
330-555-2173,11,2
330-555-2174,19,4
330-555-2175,0,1
330-555-2176,14,10
330-555-2177,18,7
330-555-2178,20,1
330-555-2179,0,0
330-555-2180,3,9
330-555-2181,19,2
330-555-2182,0,9
330-555-2183,6,6
330-555-2184,20,2
330-555-2185,5,8
330-555-2186,11,3
330-555-2187,13,8
330-555-2188,18,5
330-555-2189,20,6
330-555-2190,18,9
330-555-2191,2,9
330-555-2192,6,3
330-555-2193,1,7
330-555-2194,4,6
330-555-2195,14,10
330-555-2196,17,0
330-555-2197,5,2
330-555-2198,5,9
330-555-2199,15,7
330-555-2200,17,7
330-555-2201,18,9
330-555-2202,7,2
330-555-2203,5,3
330-555-2204,0,0
330-555-2205,0,7
330-555-2206,20,1
330-555-2207,17,4
330-555-2208,8,3
330-555-2209,13,10
330-555-2210,9,6
330-555-2211,14,3
330-555-2212,8,8
330-555-2213,10,3
330-555-2214,19,6
330-555-2215,12,10
330-555-2216,9,6
330-555-2217,9,1
330-555-2218,16,7
330-555-2219,6,8
330-555-2220,15,4
330-555-2221,19,5
330-555-2222,9,10
330-555-2223,18,3
330-555-2224,4,7
330-555-2225,18,1
330-555-2226,6,9
330-555-2227,8,0
330-555-2228,8,2
330-555-2229,17,5
330-555-2230,7,5
330-555-2231,12,1
330-555-2232,8,2
330-555-2233,19,5
330-555-2234,2,4
330-555-2235,20,7
330-555-2236,13,7
330-555-2237,16,4
330-555-2238,18,4
330-555-2239,4,1
330-555-2240,3,9
330-555-2241,4,9
330-555-2242,12,8
330-555-2243,0,4
330-555-2244,16,4
330-555-2245,3,4
330-555-2246,7,9
330-555-2247,3,10
330-555-2248,7,10
330-555-2249,1,5
330-555-2250,4,8
330-555-2251,0,6
330-555-2252,19,0
330-555-2253,9,0
330-555-2254,9,8
330-555-2255,11,9
330-555-2256,6,5
330-555-2257,20,3
330-555-2258,3,1
330-555-2259,0,1
330-555-2260,6,6
330-555-2261,10,8
330-555-2262,2,1
330-555-2263,1,3
330-555-2264,0,0
330-555-2265,12,4
330-555-2266,3,7
330-555-2267,11,8
330-555-2268,1,0
330-555-2269,7,2
330-555-2270,5,5
330-555-2271,15,0
330-555-2272,7,4
330-555-2273,18,10
330-555-2274,8,2
330-555-2275,20,4
330-555-2276,13,3
330-555-2277,7,6
330-555-2278,16,10
330-555-2279,3,2
330-555-2280,18,6
330-555-2281,18,2
330-555-2282,8,10
330-555-2283,13,9
330-555-2284,2,7
330-555-2285,15,6
330-555-2286,12,2
330-555-2287,4,7
330-555-2288,2,2
330-555-2289,8,9
330-555-2290,9,5
330-555-2291,5,2
330-555-2292,10,7
330-555-2293,8,7
330-555-2294,16,4
330-555-2295,14,5
330-555-2296,9,10
330-555-2297,8,5
330-555-2298,19,3
330-555-2299,10,3
330-555-2300,9,5
330-555-2301,10,7
330-555-2302,5,5
330-555-2303,3,5
330-555-2304,11,3
330-555-2305,17,8
330-555-2306,1,4
330-555-2307,17,1
330-555-2308,4,0
330-555-2309,3,8
330-555-2310,7,9
330-555-2311,8,7
330-555-2312,2,0
330-555-2313,11,1
330-555-2314,20,0
330-555-2315,17,1
330-555-2316,13,4
330-555-2317,1,9
330-555-2318,4,0
330-555-2319,3,2
330-555-2320,13,2
330-555-2321,16,0
330-555-2322,6,0
330-555-2323,16,7
330-555-2324,13,10
330-555-2325,10,9
330-555-2326,7,9
330-555-2327,10,5
330-555-2328,10,4
330-555-2329,6,9
330-555-2330,18,0
330-555-2331,7,5
330-555-2332,16,0
330-555-2333,0,8
330-555-2334,16,2
330-555-2335,8,4
330-555-2336,19,4
330-555-2337,17,3
330-555-2338,8,5
330-555-2339,8,1
330-555-2340,4,8
330-555-2341,10,10
330-555-2342,2,4
330-555-2343,1,8
330-555-2344,10,4
330-555-2345,1,7
330-555-2346,12,5
330-555-2347,11,5
330-555-2348,9,8
330-555-2349,7,4
330-555-2350,13,8
330-555-2351,20,2
330-555-2352,15,7
330-555-2353,17,4
330-555-2354,9,4
330-555-2355,15,0
330-555-2356,15,4
330-555-2357,9,4
330-555-2358,16,4
330-555-2359,17,3
330-555-2360,10,2
330-555-2361,2,1
330-555-2362,7,9
330-555-2363,4,5
330-555-2364,7,8
330-555-2365,18,0
330-555-2366,15,10
330-555-2367,0,1
330-555-2368,9,8
330-555-2369,7,8
330-555-2370,13,7
330-555-2371,6,10
330-555-2372,16,2
330-555-2373,10,5
330-555-2374,3,5
330-555-2375,5,2
330-555-2376,1,2
330-555-2377,16,3
330-555-2378,2,6
330-555-2379,0,6
330-555-2380,3,4
330-555-2381,9,4
330-555-2382,16,8
330-555-2383,20,2
330-555-2384,16,4
330-555-2385,9,0
330-555-2386,12,3
330-555-2387,20,10
330-555-2388,0,9
330-555-2389,2,0
330-555-2390,7,4
330-555-2391,13,6
330-555-2392,0,7
330-555-2393,8,1
330-555-2394,11,7
330-555-2395,11,0
330-555-2396,2,4
330-555-2397,15,2
330-555-2398,6,9
330-555-2399,19,5
330-555-2400,15,6
330-555-2401,17,3
330-555-2402,3,1
330-555-2403,15,10
330-555-2404,14,5
330-555-2405,13,9
330-555-2406,4,0
330-555-2407,20,2
330-555-2408,12,0
330-555-2409,19,2
330-555-2410,0,6
330-555-2411,8,5
330-555-2412,20,5
330-555-2413,0,4
330-555-2414,13,7
330-555-2415,6,6
